Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
BBR;29/09/2025;646,52;646,71;626,78;630,54;0,00;0
BBR;28/09/2025;650,56;650,56;650,56;650,56;0,00;0
BBR;26/09/2025;645,67;656,57;641,72;650,56;0,00;0
BBR;25/09/2025;641,16;646,80;636,09;644,54;0,00;0
BBR;24/09/2025;630,92;643,89;627,81;643,42;0,00;0
BBR;23/09/2025;616,07;633,64;615,78;629,41;0,00;0
BBR;22/09/2025;624,62;625,84;614,28;620,01;0,00;0
BBR;21/09/2025;620,67;620,67;620,67;620,67;0,00;0
BBR;19/09/2025;628,28;629,41;618,98;620,67;0,00;0
BBR;18/09/2025;632,89;637,87;626,87;628,94;0,00;0
BBR;17/09/2025;637,78;639,75;631,01;634,02;0,00;0
BBR;16/09/2025;631,29;641,07;626,31;639,19;0,00;0
BBR;15/09/2025;629,04;633,17;625,84;630,07;0,00;0
BBR;14/09/2025;624,62;624,62;624,62;624,62;0,00;0
BBR;12/09/2025;615,41;635,90;614,28;625,37;0,00;0
BBR;11/09/2025;630,86;631,91;619,22;620,39;0,00;0
BBR;10/09/2025;627,76;634,90;625,03;631,82;0,00;0
BBR;09/09/2025;622,42;631,59;622,25;622,38;0,00;0
BBR;08/09/2025;622,48;629,21;617,14;619,17;0,00;0
BBR;07/09/2025;615,09;615,09;615,09;615,09;0,00;0
BBR;05/09/2025;628,28;630,07;611,74;615,60;0,00;0
BBR;04/09/2025;631,48;633,08;623,77;629,60;0,00;0
BBR;03/09/2025;647,55;649,34;633,45;635,33;0,00;0
BBR;02/09/2025;643,42;653,38;639,75;649,81;0,00;0
BBR;01/09/2025;634,21;634,21;634,21;634,21;0,00;0
BBR;29/08/2025;635,33;638,25;632,42;634,21;0,00;0
BBR;28/08/2025;629,22;639,56;627,91;638,90;0,00;0
BBR;27/08/2025;626,87;634,39;623,87;633,83;0,00;0
BBR;26/08/2025;638,53;638,53;626,03;626,87;0,00;0
BBR;25/08/2025;632,42;643,60;631,20;641,16;0,00;0
BBR;24/08/2025;631,76;631,76;631,76;631,76;0,00;0
BBR;22/08/2025;629,60;633,83;628,75;631,76;0,00;0
BBR;21/08/2025;625,56;632,04;622,65;630,82;0,00;0
BBR;20/08/2025;614,47;625,28;614,47;623,21;0,00;0
BBR;19/08/2025;617,38;617,38;612,40;613,72;0,00;0
BBR;18/08/2025;613,62;622,46;608,92;620,39;0,00;0
BBR;17/08/2025;613,72;613,72;613,72;613,72;0,00;0
BBR;15/08/2025;621,14;621,14;612,78;613,72;0,00;0
BBR;14/08/2025;614,09;622,93;611,46;621,80;0,00;0
BBR;13/08/2025;617,01;617,85;606,67;612,31;0,00;0
BBR;12/08/2025;623,60;625,58;616,27;616,72;0,00;0
BBR;11/08/2025;619,49;626,89;615,65;621,93;0,00;0
BBR;10/08/2025;622,06;622,06;622,06;622,06;0,00;0
BBR;08/08/2025;622,21;629,11;613,90;623,32;0,00;0
BBR;07/08/2025;633,25;634,75;622,34;622,34;0,00;0
BBR;06/08/2025;639,75;649,90;626,69;627,50;0,00;0
BBR;05/08/2025;645,39;646,89;634,68;635,71;0,00;0
BBR;04/08/2025;653,00;657,70;639,19;646,24;0,00;0
BBR;03/08/2025;650,00;650,00;650,00;650,00;0,00;0
BBR;01/08/2025;673,68;676,22;652,44;654,79;0,00;0
BBR;31/07/2025;679,51;682,51;667,48;673,87;0,00;0
BBR;30/07/2025;674,62;684,49;666,54;681,10;0,00;0
BBR;29/07/2025;650,75;678,57;650,46;673,68;0,00;0
BBR;28/07/2025;637,78;653,57;637,12;651,50;0,00;0
BBR;27/07/2025;635,90;635,90;635,90;635,90;0,00;0
BBR;25/07/2025;643,79;647,65;635,05;635,90;0,00;0
BBR;24/07/2025;639,94;646,14;636,27;642,48;0,00;0
BBR;23/07/2025;638,62;639,19;632,51;637,50;0,00;0
BBR;22/07/2025;637,50;640,97;633,17;636,93;0,00;0
BBR;21/07/2025;643,98;644,17;636,74;642,66;0,00;0
BBR;20/07/2025;642,85;642,85;642,85;642,85;0,00;0
BBR;18/07/2025;643,42;654,88;641,82;642,85;0,00;0
BBR;17/07/2025;637,78;644,83;632,98;643,98;0,00;0
BBR;16/07/2025;638,34;638,81;628,85;634,86;0,00;0
BBR;15/07/2025;638,25;643,42;636,18;637,03;0,00;0
BBR;14/07/2025;651,31;660,15;640,41;641,25;0,00;0
BBR;13/07/2025;650,28;650,28;650,28;650,28;0,00;0
BBR;11/07/2025;638,81;653,83;636,22;652,25;0,00;0
BBR;10/07/2025;652,78;655,54;636,99;636,99;0,00;0
BBR;09/07/2025;654,36;659,98;650,11;652,80;0,00;0
BBR;08/07/2025;649,19;662,01;647,48;654,90;0,00;0
BBR;07/07/2025;637,12;657,33;637,12;651,78;0,00;0
BBR;06/07/2025;646,61;646,61;646,61;646,61;0,00;0
BBR;03/07/2025;645,01;649,81;642,19;646,61;0,00;0
BBR;02/07/2025;631,01;650,37;629,13;649,53;0,00;0
BBR;01/07/2025;624,06;634,30;623,87;630,73;0,00;0
BBR;30/06/2025;625,75;631,39;622,74;627,25;0,00;0
BBR;29/06/2025;627,81;627,81;627,81;627,81;0,00;0
BBR;27/06/2025;629,51;632,61;621,80;627,81;0,00;0
BBR;26/06/2025;627,16;636,84;622,46;626,78;0,00;0
BBR;25/06/2025;629,41;634,21;622,27;624,34;0,00;0
BBR;24/06/2025;649,62;649,62;619,64;621,89;0,00;0
BBR;23/06/2025;722,36;722,36;660,33;662,78;0,00;0
BBR;22/06/2025;723,12;723,12;723,12;723,12;0,00;0
BBR;20/06/2025;708,36;712,50;696,52;709,39;0,00;0
BBR;19/06/2025;706,20;706,20;706,20;706,20;0,00;0
BBR;18/06/2025;705,63;711,84;686,84;706,20;0,00;0
BBR;17/06/2025;679,04;707,51;673,77;703,94;0,00;0
BBR;16/06/2025;689,37;690,78;654,13;676,59;0,00;0
BBR;15/06/2025;684,21;684,21;684,21;684,21;0,00;0
BBR;13/06/2025;691,72;696,14;668,32;684,21;0,00;0
BBR;12/06/2025;644,64;647,74;635,15;643,23;0,00;0
BBR;11/06/2025;621,89;651,20;619,58;647,74;0,00;0
BBR;10/06/2025;626,63;634,22;620,73;622,91;0,00;0
BBR;09/06/2025;620,35;627,89;618,36;625,73;0,00;0
BBR;08/06/2025;621,93;621,93;621,93;621,93;0,00;0
BBR;06/06/2025;611,40;625,11;608,13;623,32;0,00;0
BBR;05/06/2025;610,62;618,89;609,86;612,98;0,00;0
BBR;04/06/2025;615,03;619,83;604,32;609,58;0,00;0
BBR;03/06/2025;609,96;619,83;606,39;616,82;0,00;0
BBR;02/06/2025;604,22;617,38;602,34;607,42;0,00;0
BBR;01/06/2025;590,03;590,03;590,03;590,03;0,00;0
BBR;30/05/2025;592,66;602,25;584,02;590,03;0,00;0
BBR;29/05/2025;611,74;615,31;593,42;595,39;0,00;0
BBR;28/05/2025;599,90;611,27;597,46;604,51;0,00;0
BBR;27/05/2025;601,31;606,01;591,91;597,46;0,00;0
BBR;26/05/2025;603,47;603,47;603,47;603,47;0,00;0
BBR;23/05/2025;596,89;605,54;590,22;603,47;0,00;0
BBR;22/05/2025;595,67;601,40;592,76;600,75;0,00;0
BBR;21/05/2025;617,29;618,70;603,66;605,07;0,00;0
BBR;20/05/2025;609,21;613,15;604,04;608,64;0,00;0
BBR;19/05/2025;603,57;613,53;600,00;609,02;0,00;0
BBR;18/05/2025;608,83;610,52;605,92;606,29;0,00;0
BBR;16/05/2025;599,71;610,15;598,68;608,83;0,00;0
BBR;15/05/2025;599,15;604,98;592,76;602,06;0,00;0
BBR;14/05/2025;618,51;620,39;613,34;616,35;0,00;0
BBR;13/05/2025;604,22;623,12;604,22;621,52;0,00;0
BBR;12/05/2025;607,18;619,81;605,73;606,67;0,00;0
BBR;11/05/2025;597,65;600,86;597,01;600,39;0,00;0
BBR;09/05/2025;592,01;601,07;591,25;597,95;0,00;0
BBR;08/05/2025;577,51;590,58;574,24;588,40;0,00;0
BBR;07/05/2025;587,46;593,06;571,50;573,19;0,00;0
BBR;06/05/2025;577,34;590,03;576,03;583,36;0,00;0
BBR;05/05/2025;555,73;571,05;555,73;566,07;0,00;0
BBR;04/05/2025;576,03;576,03;553,10;555,63;0,00;0
BBR;02/05/2025;588,34;588,34;570,58;576,03;0,00;0
BBR;01/05/2025;570,77;586,09;557,42;583,92;0,00;0
BBR;30/04/2025;588,72;592,10;571,05;573,87;0,00;0
BBR;29/04/2025;605,45;605,45;593,04;594,73;0,00;0
BBR;28/04/2025;619,45;620,86;603,75;608,92;0,00;0
BBR;27/04/2025;618,42;622,08;616,91;619,45;0,00;0
BBR;25/04/2025;620,39;621,24;607,70;618,42;0,00;0
BBR;24/04/2025;613,06;621,05;610,52;617,01;0,00;0
BBR;23/04/2025;634,21;635,71;605,45;612,59;0,00;0
BBR;22/04/2025;616,82;630,45;616,82;624,81;0,00;0
BBR;21/04/2025;620,58;620,77;609,21;613,72;0,00;0
BBR;20/04/2025;629,69;629,69;617,38;620,39;0,00;0
BBR;17/04/2025;616,44;631,39;613,53;629,69;0,00;0
BBR;16/04/2025;598,21;612,87;593,79;610,52;0,00;0
BBR;15/04/2025;605,16;608,36;596,89;600,37;0,00;0
BBR;14/04/2025;599,90;612,03;596,42;603,57;0,00;0
BBR;13/04/2025;601,59;603,47;598,40;599,90;0,00;0
BBR;11/04/2025;587,68;604,32;585,33;601,59;0,00;0
BBR;10/04/2025;608,17;608,92;579,28;590,03;0,00;0
BBR;09/04/2025;565,75;617,03;546,76;610,90;0,00;0
BBR;08/04/2025;607,70;610,22;582,74;587,70;0,00;0
BBR;07/04/2025;600,41;632,08;586,86;602,01;0,00;0
BBR;06/04/2025;594,69;602,70;591,42;598,85;0,00;0
BBR;04/04/2025;653,85;653,85;601,78;616,35;0,00;0
BBR;03/04/2025;689,28;689,28;653,10;659,21;0,00;0
BBR;02/04/2025;698,68;706,20;694,07;704,41;0,00;0
BBR;01/04/2025;704,60;707,61;698,68;700,09;0,00;0
BBR;31/03/2025;681,01;705,26;681,01;702,72;0,00;0
BBR;30/03/2025;683,83;685,33;679,32;681,01;0,00;0
BBR;28/03/2025;687,87;690,41;680,07;683,83;0,00;0
BBR;27/03/2025;685,05;689,56;681,76;689,28;0,00;0
BBR;26/03/2025;682,04;690,60;681,10;686,65;0,00;0
BBR;25/03/2025;680,26;685,24;675,65;680,35;0,00;0
BBR;24/03/2025;672,83;682,04;671,14;680,16;0,00;0
BBR;23/03/2025;673,59;674,53;669,73;670,67;0,00;0
BBR;21/03/2025;672,74;674,34;667,38;673,02;0,00;0
BBR;20/03/2025;664,75;672,83;658,83;671,71;0,00;0
BBR;19/03/2025;655,07;665,13;653,28;660,90;0,00;0
BBR;18/03/2025;667,01;673,59;657,33;659,02;0,00;0
BBR;17/03/2025;663,53;667,66;659,77;663,53;0,00;0
BBR;16/03/2025;662,31;669,73;661,74;662,59;0,00;0
BBR;14/03/2025;656,20;660,05;652,81;658,45;0,00;0
BBR;13/03/2025;660,33;664,84;650,56;652,25;0,00;0
BBR;12/03/2025;654,07;664,22;649,17;662,12;0,00;0
BBR;11/03/2025;647,95;658,74;647,95;649,92;0,00;0
BBR;10/03/2025;657,96;664,06;648,36;648,36;0,00;0
BBR;09/03/2025;659,47;659,47;654,75;655,80;0,00;0
BBR;07/03/2025;651,93;669,96;651,93;660,37;0,00;0
BBR;06/03/2025;655,45;656,57;646,05;651,91;0,00;0
BBR;05/03/2025;666,44;667,29;642,29;651,31;0,00;0
BBR;04/03/2025;666,16;669,07;655,63;667,66;0,00;0
BBR;03/03/2025;684,86;689,66;668,98;673,12;0,00;0
BBR;02/03/2025;688,72;692,38;687,03;687,87;0,00;0
BBR;28/02/2025;685,71;688,53;679,79;684,30;0,00;0
BBR;27/02/2025;679,79;692,29;679,41;691,44;0,00;0
BBR;26/02/2025;683,55;684,30;676,12;677,34;0,00;0
BBR;25/02/2025;698,77;701,12;678,75;681,39;0,00;0
BBR;24/02/2025;694,45;699,81;692,76;698,40;0,00;0
BBR;23/02/2025;695,95;697,36;693,42;694,07;0,00;0
BBR;21/02/2025;714,28;714,28;694,83;695,95;0,00;0
BBR;20/02/2025;713,15;720,86;709,49;714,75;0,00;0
BBR;19/02/2025;712,87;717,85;709,77;711,18;0,00;0
BBR;18/02/2025;706,01;711,18;701,12;708,92;0,00;0
BBR;17/02/2025;699,81;699,81;699,81;699,81;0,00;0
BBR;14/02/2025;703,28;709,11;698,21;699,81;0,00;0
BBR;13/02/2025;697,74;703,10;693,32;701,69;0,00;0
BBR;12/02/2025;717,29;717,29;703,59;703,66;0,00;0
BBR;11/02/2025;716,40;723,43;716,09;720,82;0,00;0
BBR;10/02/2025;703,92;713,12;703,08;710,58;0,00;0
BBR;09/02/2025;700,18;705,71;700,18;704,88;0,00;0
BBR;07/02/2025;701,42;704,98;697,59;700,93;0,00;0
BBR;06/02/2025;702,16;708,55;696,52;697,36;0,00;0
BBR;05/02/2025;712,50;714,75;700,84;701,22;0,00;0
BBR;04/02/2025;708,64;720,39;696,99;716,16;0,00;0
BBR;03/02/2025;718,79;726,03;705,35;713,90;0,00;0
BBR;02/02/2025;717,66;718,32;713,72;718,04;0,00;0
BBR;31/01/2025;714,09;717,57;706,48;711,18;0,00;0
BBR;30/01/2025;709,77;718,98;704,79;713,25;0,00;0
BBR;29/01/2025;718,98;720,30;708,36;710,62;0,00;0
BBR;28/01/2025;722,46;725,28;713,53;718,89;0,00;0
BBR;27/01/2025;724,53;732,51;709,77;715,97;0,00;0
BBR;26/01/2025;723,96;724,53;719,64;723,21;0,00;0
BBR;24/01/2025;728,28;733,55;724,34;728,85;0,00;0
BBR;23/01/2025;733,08;740,60;726,59;728,94;0,00;0
BBR;22/01/2025;734,39;741,63;733,17;734,49;0,00;0
BBR;21/01/2025;740,13;741,91;730,07;736,84;0,00;0
BBR;20/01/2025;747,83;747,83;747,83;747,83;0,00;0
BBR;17/01/2025;754,88;756,10;745,01;747,83;0,00;0
BBR;16/01/2025;758,36;758,36;743,42;751,03;0,00;0
BBR;15/01/2025;744,92;760,52;739,09;758,08;0,00;0
BBR;14/01/2025;743,51;749,62;739,37;741,35;0,00;0
BBR;13/01/2025;751,40;757,87;746,52;748,59;0,00;0
BBR;12/01/2025;745,45;756,82;745,43;754,00;0,00;0
BBR;10/01/2025;724,69;752,98;724,41;744,49;0,00;0
BBR;09/01/2025;712,03;723,23;711,22;719,15;0,00;0
BBR;08/01/2025;727,34;730,60;713,55;713,60;0,00;0
BBR;07/01/2025;715,03;726,31;713,43;722,93;0,00;0
BBR;06/01/2025;716,44;728,28;713,81;717,10;0,00;0
BBR;05/01/2025;719,07;722,65;715,78;715,88;0,00;0
BBR;03/01/2025;713,43;721,14;709,86;719,07;0,00;0
BBR;02/01/2025;703,75;719,45;702,44;713,62;0,00;0
