Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
DOLFUT;24/06/2026;5.278,409;5.306,316;5.271,306;5.271,813;70.464.178.267,73;266.475
DOLFUT;23/06/2026;5.261,158;5.278,409;5.247,458;5.269,784;49.111.275.753,68;186.520
DOLFUT;22/06/2026;5.241,370;5.247,966;5.210,419;5.229,192;55.850.130.061,10;213.610
DOLFUT;19/06/2026;5.251,517;5.258,621;5.221,581;5.240,862;36.396.123.250,08;139.025
DOLFUT;18/06/2026;5.225,133;5.280,439;5.217,522;5.251,517;63.225.329.770,43;240.820
DOLFUT;17/06/2026;5.188,093;5.220,059;5.140,398;5.197,734;70.055.522.808,30;270.810
DOLFUT;16/06/2026;5.145,472;5.196,212;5.139,384;5.181,497;50.978.085.699,62;197.050
DOLFUT;15/06/2026;5.133,802;5.168,305;5.120,610;5.149,532;55.043.964.283,06;213.970
DOLFUT;12/06/2026;5.194,689;5.216,507;5.154,605;5.159,679;59.605.859.983,26;230.400
DOLFUT;11/06/2026;5.273,843;5.282,976;5.191,138;5.200,778;73.871.132.968,40;282.105
DOLFUT;10/06/2026;5.297,183;5.300,227;5.261,158;5.285,513;63.226.763.409,33;239.650
DOLFUT;09/06/2026;5.271,813;5.298,198;5.254,054;5.280,439;51.505.705.535,33;195.260
DOLFUT;08/06/2026;5.257,099;5.309,360;5.238,833;5.301,242;82.747.819.667,61;313.615
DOLFUT;05/06/2026;5.160,694;5.284,498;5.160,187;5.276,887;91.560.726.813,71;349.560
DOLFUT;03/06/2026;5.126,191;5.199,763;5.119,595;5.166,275;53.029.522.637,20;205.310
DOLFUT;02/06/2026;5.123,147;5.131,773;5.108,433;5.115,536;60.947.917.498,14;238.035
DOLFUT;01/06/2026;5.142,935;5.156,635;5.121,625;5.137,861;59.727.241.326,07;232.550
DOLFUT;29/05/2026;5.148,517;5.183,019;5.141,413;5.150,546;70.517.040.499,47;273.175
DOLFUT;28/05/2026;5.179,642;5.186,793;5.134,180;5.153,591;50.576.762.397,38;196.215
DOLFUT;27/05/2026;5.146,950;5.183,729;5.142,864;5.174,023;57.209.385.158,53;221.365
DOLFUT;26/05/2026;5.133,669;5.151,547;5.116,301;5.148,993;47.172.694.074,91;183.645
DOLFUT;25/05/2026;5.132,137;5.136,223;5.108,128;5.124,985;34.709.095.732,80;135.495
DOLFUT;22/05/2026;5.128,561;5.161,253;5.112,215;5.159,210;40.986.733.970,22;159.670
DOLFUT;21/05/2026;5.136,734;5.142,864;5.099,955;5.124,474;57.081.917.435,66;222.870
DOLFUT;20/05/2026;5.151,037;5.180,153;5.112,215;5.116,812;51.983.986.360,96;202.245
DOLFUT;19/05/2026;5.144,396;5.182,707;5.132,647;5.170,447;57.865.424.630,62;224.225
DOLFUT;18/05/2026;5.182,707;5.182,707;5.110,682;5.115,790;66.876.673.132,35;260.410
DOLFUT;15/05/2026;5.150,015;5.211,312;5.145,418;5.184,239;67.665.678.333,51;260.815
DOLFUT;14/05/2026;5.144,907;5.159,720;5.100,466;5.113,236;56.869.488.257,96;222.425
DOLFUT;13/05/2026;5.019,758;5.148,483;5.018,736;5.134,180;89.639.421.893,71;352.535
DOLFUT;12/05/2026;5.036,615;5.045,298;5.017,714;5.019,758;46.872.290.540,62;186.445
DOLFUT;11/05/2026;5.030,996;5.036,104;5.016,182;5.018,225;33.984.443.498,23;135.220
DOLFUT;08/05/2026;5.046,831;5.048,363;5.019,758;5.021,290;50.156.048.266,48;199.430
DOLFUT;07/05/2026;5.040,190;5.066,752;5.030,996;5.066,242;54.779.064.648,70;216.880
DOLFUT;06/05/2026;5.022,823;5.071,861;5.022,823;5.059,601;59.493.219.234,48;235.200
DOLFUT;05/05/2026;5.087,696;5.092,804;5.044,788;5.047,852;59.375.241.520,08;234.635
DOLFUT;04/05/2026;5.104,042;5.125,496;5.089,228;5.107,107;51.900.058.152,79;203.340
DOLFUT;30/04/2026;5.136,734;5.143,885;5.088,207;5.088,207;76.313.965.075,25;298.140
DOLFUT;29/04/2026;5.126,944;5.161,415;5.122,313;5.138,777;73.719.536.726,84;286.400
DOLFUT;28/04/2026;5.143,922;5.163,987;5.119,226;5.120,770;75.516.731.913,62;294.140
DOLFUT;27/04/2026;5.133,632;5.133,632;5.112,538;5.132,089;65.571.314.324,25;256.065
DOLFUT;24/04/2026;5.156,270;5.177,879;5.129,516;5.140,321;64.216.664.928,71;249.010
DOLFUT;23/04/2026;5.118,197;5.186,625;5.090,929;5.185,082;139.329.499.794,49;544.730
DOLFUT;22/04/2026;5.120,255;5.142,893;5.107,393;5.116,654;62.572.818.222,52;244.370
DOLFUT;20/04/2026;5.135,690;5.144,437;5.104,306;5.106,364;45.943.453.669,84;178.975
DOLFUT;17/04/2026;5.144,437;5.149,581;5.106,364;5.134,661;73.149.702.532,27;285.290
DOLFUT;16/04/2026;5.155,241;5.174,277;5.144,437;5.152,154;51.868.176.933,02;201.110
DOLFUT;15/04/2026;5.153,697;5.161,929;5.143,922;5.149,581;40.581.937.647,08;157.510
DOLFUT;14/04/2026;5.137,748;5.157,813;5.132,603;5.146,494;62.909.271.265,12;244.600
DOLFUT;13/04/2026;5.194,343;5.209,263;5.147,009;5.164,502;57.403.026.741,33;221.750
DOLFUT;10/04/2026;5.237,046;5.237,046;5.168,618;5.178,908;69.671.538.788,73;268.500
DOLFUT;09/04/2026;5.268,430;5.278,205;5.226,756;5.229,843;58.872.859.885,32;224.430
DOLFUT;08/04/2026;5.266,372;5.292,097;5.236,531;5.271,002;68.352.941.351,19;259.570
DOLFUT;07/04/2026;5.317,821;5.349,720;5.310,618;5.328,626;48.937.654.509,22;183.410
DOLFUT;06/04/2026;5.334,800;5.338,401;5.316,278;5.316,792;50.058.346.132,42;187.885
DOLFUT;02/04/2026;5.371,329;5.376,474;5.319,365;5.342,517;63.000.564.176,29;235.845
DOLFUT;01/04/2026;5.338,401;5.360,010;5.329,655;5.338,401;65.504.843.357,88;245.240
DOLFUT;31/03/2026;5.412,488;5.424,322;5.359,495;5.360,524;114.103.858.606,18;423.280
DOLFUT;30/03/2026;5.415,395;5.455,259;5.410,217;5.444,387;73.045.760.926,94;268.990
DOLFUT;27/03/2026;5.450,600;5.469,238;5.405,040;5.427,820;68.316.822.332,04;251.615
DOLFUT;26/03/2026;5.441,799;5.455,777;5.409,182;5.429,891;69.767.724.589,49;256.960
DOLFUT;25/03/2026;5.407,629;5.440,245;5.394,686;5.417,983;63.934.178.160,71;236.165
DOLFUT;24/03/2026;5.448,011;5.474,933;5.405,558;5.428,338;79.169.709.444,92;290.270
DOLFUT;23/03/2026;5.488,911;5.513,244;5.409,700;5.432,480;87.419.948.976,91;321.205
DOLFUT;20/03/2026;5.447,494;5.526,705;5.432,480;5.484,252;92.765.122.331,86;337.745
DOLFUT;19/03/2026;5.442,316;5.517,904;5.400,898;5.423,678;89.365.682.010,94;327.510
DOLFUT;18/03/2026;5.394,686;5.476,486;5.384,849;5.448,011;69.764.492.437,62;257.585
DOLFUT;17/03/2026;5.439,210;5.447,494;5.379,672;5.399,863;69.767.410.719,22;258.210
DOLFUT;16/03/2026;5.490,982;5.494,089;5.432,480;5.441,281;54.332.209.020,86;198.890
DOLFUT;13/03/2026;5.450,600;5.547,932;5.423,678;5.543,272;87.424.185.254,77;318.570
DOLFUT;12/03/2026;5.370,870;5.472,344;5.364,658;5.468,720;82.984.560.751,76;306.145
DOLFUT;11/03/2026;5.376,048;5.392,615;5.354,821;5.364,140;63.341.820.320,75;235.910
DOLFUT;10/03/2026;5.368,799;5.400,898;5.342,396;5.374,494;71.825.323.574,96;267.505
DOLFUT;09/03/2026;5.501,337;5.505,479;5.362,587;5.383,296;89.473.689.882,02;329.870
DOLFUT;06/03/2026;5.537,578;5.543,790;5.449,047;5.477,004;93.136.733.336,95;338.990
DOLFUT;05/03/2026;5.470,273;5.517,386;5.448,529;5.490,465;99.726.419.770,04;363.770
DOLFUT;04/03/2026;5.479,075;5.482,181;5.415,395;5.456,813;95.476.681.989,06;351.020
DOLFUT;03/03/2026;5.466,132;5.573,818;5.457,330;5.507,550;134.409.822.444,89;487.955
DOLFUT;02/03/2026;5.373,459;5.441,281;5.361,551;5.401,416;104.745.740.651,20;387.015
DOLFUT;27/02/2026;5.363,104;5.396,239;5.339,807;5.353,785;78.054.564.112,56;290.850
DOLFUT;26/02/2026;5.355,824;5.392,344;5.345,912;5.359,998;58.358.904.048,80;217.460
DOLFUT;25/02/2026;5.367,824;5.396,517;5.343,825;5.350,607;64.006.749.830,85;238.655
DOLFUT;24/02/2026;5.403,300;5.415,299;5.371,476;5.386,605;67.873.907.354,43;251.740
DOLFUT;23/02/2026;5.415,299;5.423,646;5.368,867;5.404,343;65.633.809.503,71;243.410
DOLFUT;20/02/2026;5.450,253;5.460,166;5.404,865;5.411,125;75.833.521.528,64;279.385
DOLFUT;19/02/2026;5.488,338;5.495,120;5.448,688;5.450,775;90.685.667.061,27;331.850
DOLFUT;18/02/2026;5.446,601;5.490,424;5.431,472;5.476,860;34.220.387.902,69;125.210
DOLFUT;13/02/2026;5.461,209;5.493,033;5.444,514;5.458,079;75.614.247.965,00;276.545
DOLFUT;12/02/2026;5.419,473;5.461,731;5.395,996;5.455,470;81.832.181.379,27;301.545
DOLFUT;11/02/2026;5.431,993;5.447,123;5.410,604;5.424,168;69.211.192.845,89;255.105
DOLFUT;10/02/2026;5.438,254;5.458,079;5.427,820;5.437,732;45.662.322.795,10;167.685
DOLFUT;09/02/2026;5.457,035;5.460,687;5.421,038;5.443,471;47.540.292.880,58;174.730
DOLFUT;06/02/2026;5.498,250;5.507,119;5.454,948;5.470,078;64.187.067.023,05;234.385
DOLFUT;05/02/2026;5.504,510;5.544,682;5.488,338;5.529,031;79.169.407.322,34;287.120
DOLFUT;04/02/2026;5.495,641;5.520,683;5.469,556;5.494,598;54.951.472.140,32;199.915
DOLFUT;03/02/2026;5.501,380;5.521,727;5.462,252;5.495,641;71.890.041.680,16;262.030
DOLFUT;02/02/2026;5.524,857;5.542,595;5.496,163;5.521,727;68.955.719.078,82;249.810
DOLFUT;30/01/2026;5.465,904;5.542,073;5.454,427;5.520,162;109.272.278.339,83;397.310
DOLFUT;29/01/2026;5.457,575;5.512,676;5.422,941;5.454,427;82.652.976.036,59;302.590
DOLFUT;28/01/2026;5.447,605;5.486,962;5.430,287;5.454,952;78.569.662.764,78;287.855
DOLFUT;27/01/2026;5.545,211;5.545,211;5.437,109;5.440,258;88.569.192.768,81;322.715
DOLFUT;26/01/2026;5.550,984;5.559,905;5.528,944;5.550,459;53.833.345.095,59;194.130
DOLFUT;23/01/2026;5.565,677;5.577,747;5.544,162;5.566,202;65.614.318.609,77;235.930
DOLFUT;22/01/2026;5.591,916;5.601,361;5.553,083;5.558,855;63.350.027.534,19;227.270
DOLFUT;21/01/2026;5.651,739;5.652,264;5.590,341;5.597,688;66.744.004.171,70;237.820
DOLFUT;20/01/2026;5.660,135;5.692,146;5.640,194;5.659,611;64.717.231.367,08;228.625
DOLFUT;19/01/2026;5.663,284;5.666,957;5.628,649;5.655,412;27.238.634.071,69;96.485
DOLFUT;16/01/2026;5.652,264;5.680,601;5.648,590;5.653,313;48.223.465.085,19;170.360
DOLFUT;15/01/2026;5.678,502;5.692,146;5.639,145;5.654,888;60.849.939.947,74;214.845
DOLFUT;14/01/2026;5.661,185;5.714,711;5.647,016;5.686,374;57.305.957.653,59;201.940
DOLFUT;13/01/2026;5.666,433;5.686,898;5.655,412;5.663,284;47.845.573.384,52;168.735
DOLFUT;12/01/2026;5.655,937;5.681,126;5.643,868;5.669,056;42.618.506.207,21;150.465
DOLFUT;09/01/2026;5.697,919;5.697,919;5.649,115;5.669,581;65.441.207.993,03;231.055
DOLFUT;08/01/2026;5.691,097;5.697,394;5.674,304;5.688,473;56.105.661.168,38;197.275
DOLFUT;07/01/2026;5.671,680;5.702,641;5.669,056;5.689,522;49.372.189.975,98;173.555
DOLFUT;06/01/2026;5.719,959;5.722,058;5.664,333;5.677,453;65.956.598.450,55;232.095
DOLFUT;05/01/2026;5.730,454;5.761,415;5.701,067;5.717,860;56.375.796.323,55;196.850
DOLFUT;02/01/2026;5.781,357;5.786,604;5.722,058;5.725,731;63.876.928.621,60;222.525
DOLFUT;30/12/2025;5.884,211;5.885,260;5.786,079;5.792,377;94.635.325.160,14;325.375
DOLFUT;29/12/2025;5.860,387;5.903,191;5.858,802;5.890,508;72.934.619.206,49;247.630
DOLFUT;26/12/2025;5.865,671;5.886,809;5.837,136;5.862,501;70.335.158.023,03;240.005
DOLFUT;23/12/2025;5.907,946;5.921,686;5.836,607;5.844,534;81.259.870.703,64;276.475
DOLFUT;22/12/2025;5.850,875;5.933,312;5.839,778;5.916,402;86.241.011.921,43;292.855
DOLFUT;19/12/2025;5.849,818;5.876,240;5.821,811;5.872,541;79.883.259.457,27;273.355
DOLFUT;18/12/2025;5.828,681;5.888,394;5.827,095;5.851,932;85.263.496.200,04;291.395
DOLFUT;17/12/2025;5.828,681;5.860,387;5.811,242;5.848,233;88.964.221.861,04;304.740
DOLFUT;16/12/2025;5.747,301;5.854,574;5.742,017;5.842,420;77.230.062.118,44;267.095
DOLFUT;15/12/2025;5.729,334;5.753,114;5.706,083;5.740,960;57.349.319.757,47;200.070
DOLFUT;12/12/2025;5.740,431;5.755,228;5.706,083;5.738,318;64.052.045.698,78;223.545
DOLFUT;11/12/2025;5.810,714;5.812,827;5.726,164;5.740,960;87.316.423.056,01;303.765
DOLFUT;10/12/2025;5.759,984;5.828,152;5.751,529;5.809,128;66.415.614.151,61;228.870
DOLFUT;09/12/2025;5.755,228;5.835,022;5.755,228;5.771,609;82.331.195.552,61;284.400
DOLFUT;08/12/2025;5.765,268;5.807,543;5.721,936;5.768,967;90.041.138.650,06;312.510
DOLFUT;05/12/2025;5.628,931;5.828,681;5.628,931;5.778,479;130.507.335.700,80;455.260
DOLFUT;04/12/2025;5.638,443;5.651,654;5.621,004;5.644,784;65.062.946.602,24;230.890
DOLFUT;03/12/2025;5.653,239;5.660,109;5.633,687;5.644,784;60.951.651.951,65;215.930
DOLFUT;02/12/2025;5.694,457;5.704,498;5.664,865;5.667,507;51.696.633.015,60;181.965
DOLFUT;01/12/2025;5.678,076;5.706,611;5.666,978;5.693,400;60.333.355.758,62;212.090
DOLFUT;28/11/2025;5.691,287;5.702,912;5.666,978;5.675,962;67.816.716.557,66;238.785
DOLFUT;27/11/2025;5.682,688;5.708,245;5.676,831;5.701,855;30.507.663.699,10;107.085
DOLFUT;26/11/2025;5.730,607;5.742,320;5.677,363;5.679,493;63.496.939.602,65;222.525
DOLFUT;25/11/2025;5.742,853;5.767,345;5.706,647;5.734,334;75.122.654.186,99;261.990
DOLFUT;24/11/2025;5.759,358;5.766,280;5.736,464;5.743,918;54.683.506.896,21;190.135
DOLFUT;21/11/2025;5.711,439;5.795,564;5.708,245;5.767,877;68.432.316.951,96;237.855
DOLFUT;19/11/2025;5.683,220;5.706,647;5.678,961;5.685,350;45.691.532.481,87;160.470
DOLFUT;18/11/2025;5.700,258;5.706,115;5.673,636;5.685,350;53.437.525.451,13;187.945
DOLFUT;17/11/2025;5.662,455;5.695,466;5.653,404;5.686,415;59.664.668.535,90;210.325
DOLFUT;14/11/2025;5.668,844;5.679,493;5.632,106;5.658,196;68.100.457.550,66;240.830
DOLFUT;13/11/2025;5.645,417;5.669,909;5.635,301;5.652,871;49.824.034.531,02;176.320
DOLFUT;12/11/2025;5.635,833;5.667,247;5.628,912;5.659,260;47.371.946.825,26;167.590
DOLFUT;11/11/2025;5.656,598;5.665,650;5.628,379;5.639,028;56.154.677.684,27;199.070
DOLFUT;10/11/2025;5.688,544;5.693,336;5.653,936;5.657,663;59.792.231.775,63;210.530
DOLFUT;07/11/2025;5.727,945;5.739,658;5.698,128;5.703,453;49.153.858.213,53;171.865
DOLFUT;06/11/2025;5.727,945;5.743,385;5.707,712;5.726,880;59.497.374.002,55;207.845
DOLFUT;05/11/2025;5.784,915;5.787,578;5.732,204;5.737,529;57.370.222.168,74;199.550
DOLFUT;04/11/2025;5.768,942;5.797,161;5.762,021;5.796,096;77.694.488.974,45;268.955
DOLFUT;03/11/2025;5.758,294;5.768,410;5.727,412;5.744,450;51.216.750.899,09;178.420
DOLFUT;31/10/2025;5.777,994;5.786,513;5.757,229;5.765,748;68.991.486.654,39;239.110
DOLFUT;30/10/2025;5.753,906;5.785,524;5.753,906;5.773,734;63.658.247.180,09;220.645
DOLFUT;29/10/2025;5.750,691;5.756,586;5.720,681;5.744,260;72.160.253.088,70;251.545
DOLFUT;28/10/2025;5.773,734;5.780,165;5.743,188;5.750,155;51.968.974.550,15;180.550
DOLFUT;27/10/2025;5.756,586;5.780,165;5.753,370;5.769,983;42.082.376.115,95;145.935
DOLFUT;24/10/2025;5.793,026;5.801,065;5.757,657;5.782,844;56.129.254.544,47;194.190
DOLFUT;23/10/2025;5.803,744;5.803,744;5.776,414;5.780,701;45.689.013.067,29;157.990
DOLFUT;22/10/2025;5.794,634;5.814,998;5.776,950;5.802,673;47.502.083.226,71;163.890
DOLFUT;21/10/2025;5.790,347;5.808,567;5.771,055;5.788,203;63.058.981.642,68;217.895
DOLFUT;20/10/2025;5.820,357;5.820,893;5.769,447;5.776,950;51.274.343.660,20;177.405
DOLFUT;17/10/2025;5.861,621;5.871,803;5.810,711;5.814,462;48.928.171.854,17;167.665
DOLFUT;16/10/2025;5.859,477;5.872,875;5.833,219;5.864,836;58.325.295.730,64;199.245
DOLFUT;15/10/2025;5.877,698;5.887,344;5.846,616;5.865,908;54.452.662.540,48;185.630
DOLFUT;14/10/2025;5.903,421;5.940,398;5.874,482;5.892,167;81.322.819.282,33;275.405
DOLFUT;13/10/2025;5.916,282;5.922,713;5.860,013;5.878,770;60.124.262.335,90;204.345
DOLFUT;10/10/2025;5.785,524;5.958,618;5.774,270;5.958,082;128.173.125.009,38;435.560
DOLFUT;09/10/2025;5.751,227;5.797,314;5.737,293;5.794,098;53.855.764.721,75;186.505
DOLFUT;08/10/2025;5.778,021;5.782,308;5.744,796;5.751,227;49.106.843.177,08;170.460
DOLFUT;07/10/2025;5.739,437;5.778,021;5.736,222;5.773,734;43.967.863.928,41;152.705
DOLFUT;06/10/2025;5.771,591;5.772,126;5.725,504;5.727,111;53.877.087.989,13;187.800
DOLFUT;03/10/2025;5.754,442;5.786,060;5.746,404;5.764,088;57.016.876.813,12;197.785
DOLFUT;02/10/2025;5.744,796;5.801,601;5.731,398;5.765,160;51.901.562.425,61;179.940
DOLFUT;01/10/2025;5.730,863;5.764,088;5.717,465;5.753,906;65.036.796.416,24;226.340
DOLFUT;30/09/2025;5.742,116;5.761,409;5.730,327;5.744,260;68.042.332.121,40;236.855
DOLFUT;29/09/2025;5.771,241;5.775,021;5.731,819;5.746,939;62.372.315.579,50;216.960
DOLFUT;26/09/2025;5.799,862;5.799,862;5.765,300;5.783,661;59.644.525.952,16;206.515
DOLFUT;25/09/2025;5.758,820;5.807,422;5.740,459;5.799,862;67.448.863.604,73;233.315
DOLFUT;24/09/2025;5.728,039;5.768,000;5.724,798;5.739,379;51.668.580.973,23;179.780
DOLFUT;23/09/2025;5.777,181;5.783,121;5.708,058;5.709,138;66.044.878.798,90;230.345
DOLFUT;22/09/2025;5.759,900;5.806,342;5.757,740;5.772,861;63.030.282.225,10;217.955
DOLFUT;19/09/2025;5.763,140;5.779,341;5.755,040;5.775,021;41.293.141.631,20;143.250
DOLFUT;18/09/2025;5.736,139;5.760,980;5.707,518;5.745,859;66.339.709.022,52;231.185
DOLFUT;17/09/2025;5.744,239;5.755,580;5.714,538;5.752,880;62.364.879.308,83;217.280
DOLFUT;16/09/2025;5.751,260;5.767,460;5.735,059;5.739,379;48.459.142.254,26;168.600
DOLFUT;15/09/2025;5.797,702;5.801,482;5.756,120;5.766,920;61.132.455.792,27;211.840
DOLFUT;12/09/2025;5.861,965;5.864,665;5.793,382;5.800,402;62.608.871.637,63;215.205
DOLFUT;11/09/2025;5.871,145;5.886,266;5.830,643;5.848,464;61.338.164.442,95;209.770
DOLFUT;10/09/2025;5.895,986;5.902,466;5.858,184;5.863,585;50.001.411.237,24;170.265
DOLFUT;09/09/2025;5.884,646;5.908,947;5.876,545;5.898,686;50.594.183.574,97;171.640
DOLFUT;08/09/2025;5.870,065;5.917,047;5.867,905;5.887,886;47.835.792.791,29;162.295
DOLFUT;05/09/2025;5.900,306;5.911,107;5.848,464;5.880,865;59.919.952.154,89;204.080
DOLFUT;04/09/2025;5.934,868;5.947,288;5.914,887;5.920,287;61.641.636.001,65;207.870
DOLFUT;03/09/2025;5.941,888;5.944,588;5.907,327;5.924,607;54.909.230.671,07;185.345
DOLFUT;02/09/2025;5.948,369;5.982,390;5.921,367;5.946,208;72.737.513.089,21;244.480
DOLFUT;01/09/2025;5.900,306;5.928,388;5.891,666;5.915,967;34.381.902.908,09;116.290
DOLFUT;29/08/2025;5.898,146;5.921,907;5.888,426;5.904,087;77.013.056.592,12;260.930
DOLFUT;28/08/2025;5.892,727;5.910,674;5.872,060;5.895,446;69.665.603.709,94;236.610
DOLFUT;27/08/2025;5.933,516;5.941,674;5.894,902;5.899,253;69.314.036.884,08;234.270
DOLFUT;26/08/2025;5.885,113;5.935,148;5.880,762;5.915,025;62.479.007.845,42;211.470
DOLFUT;25/08/2025;5.916,657;5.923,727;5.884,569;5.897,078;44.822.005.039,61;151.960
DOLFUT;22/08/2025;5.967,780;5.969,955;5.899,253;5.913,937;58.152.996.513,16;196.275
DOLFUT;21/08/2025;5.983,551;5.993,341;5.961,253;5.966,692;57.742.498.068,23;193.230
DOLFUT;20/08/2025;5.996,604;6.004,762;5.956,902;5.972,130;61.515.110.698,63;206.045
DOLFUT;19/08/2025;5.931,341;6.009,657;5.924,815;5.999,867;78.207.827.361,54;261.720
DOLFUT;18/08/2025;5.901,429;5.939,499;5.897,622;5.937,323;57.232.045.162,40;193.380
DOLFUT;15/08/2025;5.912,306;5.912,306;5.879,674;5.888,376;47.941.989.201,16;162.735
DOLFUT;14/08/2025;5.900,885;5.934,604;5.893,271;5.910,674;57.833.422.815,84;195.595
DOLFUT;13/08/2025;5.890,551;5.912,306;5.878,586;5.890,008;52.439.229.795,80;177.895
DOLFUT;12/08/2025;5.949,288;5.954,183;5.886,200;5.905,236;80.936.121.400,41;274.125
DOLFUT;11/08/2025;5.948,744;5.969,411;5.941,130;5.947,657;36.230.607.031,40;121.680
DOLFUT;08/08/2025;5.937,323;5.955,271;5.922,639;5.941,130;48.235.755.637,47;162.490
DOLFUT;07/08/2025;5.977,569;5.992,253;5.923,727;5.926,990;57.192.212.830,86;191.645
DOLFUT;06/08/2025;6.025,973;6.032,499;5.973,762;5.975,937;44.071.915.981,46;147.095
DOLFUT;05/08/2025;6.061,867;6.061,867;6.021,078;6.028,148;48.127.324.977,16;159.530
DOLFUT;04/08/2025;6.061,867;6.072,201;6.017,271;6.042,288;49.110.127.797,20;162.680
DOLFUT;01/08/2025;6.152,692;6.166,289;6.056,429;6.068,938;72.111.307.234,66;237.010
DOLFUT;31/07/2025;6.102,113;6.164,657;6.097,218;6.146,710;74.825.224.869,22;243.765
DOLFUT;30/07/2025;6.118,420;6.174,889;6.071,271;6.119,517;94.412.962.676,99;307.685
