Ativo;Data;Abertura;Máximo;Mínimo;Fechamento;Volume;Quantidade
DI1F29;08/05/2026;13,590;13,620;13,485;13,505;15.958.989.151,36;222.827
DI1F29;07/05/2026;13,495;13,650;13,425;13,635;37.711.587.747,11;526.933
DI1F29;06/05/2026;13,450;13,580;13,450;13,520;31.980.348.224,11;446.890
DI1F29;05/05/2026;13,780;13,840;13,700;13,765;24.130.224.748,36;339.201
DI1F29;04/05/2026;13,730;13,885;13,680;13,850;24.126.932.775,79;339.679
DI1F29;30/04/2026;13,800;13,800;13,650;13,710;35.522.905.611,12;499.378
DI1F29;29/04/2026;13,640;13,890;13,630;13,845;39.786.544.489,31;560.582
DI1F29;28/04/2026;13,695;13,745;13,575;13,580;28.798.727.575,06;404.685
DI1F29;27/04/2026;13,440;13,620;13,425;13,615;10.695.107.935,01;150.019
DI1F29;24/04/2026;13,550;13,550;13,425;13,470;21.715.383.148,38;304.320
DI1F29;23/04/2026;13,330;13,585;13,295;13,575;52.316.707.115,18;732.780
DI1F29;22/04/2026;13,200;13,320;13,200;13,305;21.053.098.762,51;293.848
DI1F29;20/04/2026;13,210;13,240;13,140;13,150;15.990.325.252,40;222.807
DI1F29;17/04/2026;13,275;13,345;13,030;13,160;51.742.406.069,93;720.541
DI1F29;16/04/2026;13,215;13,350;13,215;13,335;28.504.229.775,12;398.603
DI1F29;15/04/2026;13,170;13,300;13,155;13,220;21.844.010.010,64;305.286
DI1F29;14/04/2026;13,270;13,305;13,180;13,210;25.166.886.195,99;351.822
DI1F29;13/04/2026;13,435;13,520;13,290;13,315;26.039.881.516,57;365.502
DI1F29;10/04/2026;13,330;13,445;13,260;13,380;36.808.110.325,28;516.513
DI1F29;09/04/2026;13,350;13,435;13,235;13,305;32.410.385.148,17;454.751
DI1F29;08/04/2026;13,365;13,395;13,225;13,345;55.081.672.484,43;773.020
DI1F29;07/04/2026;13,760;13,880;13,665;13,680;20.747.586.609,22;294.672
DI1F29;06/04/2026;13,665;13,725;13,610;13,725;14.628.874.792,11;207.211
DI1F29;02/04/2026;13,855;13,895;13,605;13,630;24.470.854.161,76;347.226
DI1F29;01/04/2026;13,645;13,710;13,570;13,675;30.337.654.450,82;430.150
DI1F29;31/03/2026;13,985;13,985;13,685;13,725;34.057.899.951,97;484.723
DI1F29;30/03/2026;14,135;14,135;13,920;14,025;17.929.882.437,23;256.510
DI1F29;27/03/2026;14,150;14,250;13,985;14,115;27.503.123.665,88;394.704
DI1F29;26/03/2026;13,875;14,125;13,855;14,085;34.525.740.672,69;494.863
DI1F29;25/03/2026;13,720;13,890;13,700;13,815;42.270.968.405,20;602.786
DI1F29;24/03/2026;13,800;14,030;13,700;13,815;39.109.023.068,35;559.142
DI1F29;23/03/2026;14,075;14,210;13,705;13,765;54.135.100.027,88;774.060
DI1F29;20/03/2026;13,750;14,130;13,735;14,110;47.051.589.090,87;674.877
DI1F29;19/03/2026;13,740;14,070;13,550;13,675;69.056.042.173,78;987.696
DI1F29;18/03/2026;13,605;13,770;13,545;13,755;44.373.518.046,52;632.789
DI1F29;17/03/2026;13,550;13,800;13,370;13,605;62.117.723.915,09;882.310
DI1F29;16/03/2026;13,730;13,735;13,510;13,535;60.485.327.161,02;862.316
DI1F29;13/03/2026;13,455;13,995;13,370;13,930;95.560.612.851,15;1.364.593
DI1F29;12/03/2026;13,210;13,525;13,175;13,525;59.301.544.497,29;841.520
DI1F29;11/03/2026;13,110;13,245;13,060;13,200;36.526.248.772,20;515.604
DI1F29;10/03/2026;13,165;13,200;12,940;13,085;61.620.107.232,52;867.670
DI1F29;09/03/2026;13,420;13,575;13,120;13,130;67.170.749.521,98;953.570
DI1F29;06/03/2026;13,150;13,365;13,140;13,300;74.622.155.781,81;1.057.845
DI1F29;05/03/2026;12,870;13,180;12,845;13,070;68.161.713.416,87;959.961
DI1F29;04/03/2026;12,945;12,945;12,810;12,865;33.811.273.367,20;474.610
DI1F29;03/03/2026;12,915;13,120;12,880;12,970;80.681.138.347,93;1.136.518
DI1F29;02/03/2026;12,720;12,780;12,710;12,745;32.019.556.974,11;448.776
DI1F29;27/02/2026;12,535;12,730;12,495;12,645;48.749.596.424,20;682.042
DI1F29;26/02/2026;12,580;12,605;12,525;12,535;25.099.515.198,77;350.543
DI1F29;25/02/2026;12,545;12,595;12,530;12,595;24.074.260.472,91;336.328
DI1F29;24/02/2026;12,595;12,620;12,535;12,565;17.763.632.422,37;248.279
DI1F29;23/02/2026;12,585;12,630;12,560;12,595;12.903.896.613,87;180.572
DI1F29;20/02/2026;12,675;12,695;12,590;12,595;18.422.042.281,03;258.184
DI1F29;19/02/2026;12,650;12,695;12,635;12,670;21.066.527.333,23;295.705
DI1F29;18/02/2026;12,650;12,660;12,605;12,660;12.746.479.924,96;178.789
DI1F29;13/02/2026;12,710;12,715;12,655;12,665;18.193.296.129,01;255.661
DI1F29;12/02/2026;12,685;12,725;12,665;12,710;43.667.871.461,16;614.088
DI1F29;11/02/2026;12,740;12,740;12,665;12,705;23.911.918.600,64;336.537
DI1F29;10/02/2026;12,695;12,750;12,655;12,745;21.069.985.402,65;296.732
DI1F29;09/02/2026;12,780;12,790;12,675;12,680;20.324.892.339,73;286.339
DI1F29;06/02/2026;12,730;12,765;12,680;12,760;27.619.396.225,93;389.475
DI1F29;05/02/2026;12,755;12,770;12,705;12,755;26.795.694.528,92;378.101
DI1F29;04/02/2026;12,735;12,790;12,730;12,750;19.323.524.461,63;272.936
DI1F29;03/02/2026;12,720;12,765;12,670;12,740;25.829.676.586,81;364.581
DI1F29;02/02/2026;12,780;12,815;12,690;12,750;22.312.678.064,74;315.447
DI1F29;30/01/2026;12,690;12,770;12,680;12,725;28.149.453.900,35;397.777
DI1F29;29/01/2026;12,670;12,835;12,665;12,695;78.086.030.664,10;1.104.272
DI1F29;28/01/2026;12,860;12,875;12,770;12,785;39.720.588.965,90;563.148
DI1F29;27/01/2026;12,955;12,970;12,845;12,850;41.346.655.485,17;588.012
DI1F29;26/01/2026;13,020;13,040;12,965;12,980;21.233.322.236,70;302.754
DI1F29;23/01/2026;13,065;13,085;13,005;13,025;16.833.334.299,34;240.465
DI1F29;22/01/2026;13,105;13,145;13,040;13,045;30.009.872.487,63;429.495
DI1F29;21/01/2026;13,275;13,280;13,105;13,120;23.923.192.478,43;343.196
DI1F29;20/01/2026;13,205;13,290;13,185;13,280;28.085.636.320,74;403.922
DI1F29;19/01/2026;13,200;13,245;13,150;13,170;12.195.625.100,30;175.142
DI1F29;16/01/2026;13,135;13,250;13,085;13,195;25.647.915.577,73;368.671
DI1F29;15/01/2026;13,055;13,100;13,030;13,090;23.287.499.235,61;333.906
DI1F29;14/01/2026;12,990;13,085;12,935;13,035;23.387.832.424,40;334.973
DI1F29;13/01/2026;13,000;13,000;12,935;12,990;17.065.338.405,90;244.243
DI1F29;12/01/2026;13,050;13,090;12,985;12,995;14.891.417.186,60;213.525
DI1F29;09/01/2026;12,990;13,075;12,985;13,060;21.087.456.903,69;302.740
DI1F29;08/01/2026;12,980;13,055;12,945;13,010;24.007.262.649,04;344.373
DI1F29;07/01/2026;13,005;13,035;12,965;12,990;15.460.264.067,83;221.885
DI1F29;06/01/2026;13,015;13,050;12,970;13,015;22.616.017.522,61;324.770
DI1F29;05/01/2026;13,060;13,110;12,965;13,015;17.614.416.030,16;253.267
DI1F29;02/01/2026;13,140;13,140;13,045;13,060;17.960.627.431,69;258.776
DI1F29;30/12/2025;13,210;13,275;13,160;13,180;16.411.078.168,33;237.446
DI1F29;29/12/2025;13,180;13,250;13,160;13,200;10.468.988.651,40;151.518
DI1F29;26/12/2025;13,305;13,385;13,190;13,220;8.129.555.454,86;117.900
DI1F29;23/12/2025;13,320;13,470;13,290;13,295;16.355.610.266,22;238.131
DI1F29;22/12/2025;13,260;13,375;13,220;13,350;15.390.404.209,85;223.904
DI1F29;19/12/2025;13,340;13,365;13,195;13,245;17.737.666.279,73;257.615
DI1F29;18/12/2025;13,300;13,510;13,275;13,345;45.323.286.781,55;661.170
DI1F29;17/12/2025;13,255;13,420;13,230;13,330;41.360.322.066,87;602.794
DI1F29;16/12/2025;12,985;13,210;12,985;13,155;35.137.116.195,54;509.195
DI1F29;15/12/2025;12,995;13,010;12,915;12,980;16.385.338.551,52;236.665
DI1F29;12/12/2025;13,115;13,130;13,000;13,015;23.671.307.584,35;342.725
DI1F29;11/12/2025;13,260;13,340;13,135;13,140;29.442.268.515,75;428.095
DI1F29;10/12/2025;13,170;13,345;13,090;13,190;36.443.770.170,85;531.212
DI1F29;09/12/2025;13,180;13,485;13,120;13,190;62.364.897.961,01;909.969
DI1F29;08/12/2025;13,200;13,230;13,040;13,180;54.252.504.180,01;789.115
DI1F29;05/12/2025;12,635;13,280;12,605;13,195;106.566.602.326,20;1.543.830
DI1F29;04/12/2025;12,675;12,725;12,590;12,645;32.123.498.298,67;461.589
DI1F29;03/12/2025;12,680;12,730;12,620;12,715;21.201.273.014,24;305.045
DI1F29;02/12/2025;12,745;12,760;12,665;12,670;16.865.788.762,14;242.903
DI1F29;01/12/2025;12,760;12,785;12,740;12,765;14.921.012.405,07;215.370
DI1F29;28/11/2025;12,725;12,780;12,705;12,740;20.844.218.599,26;300.810
DI1F29;27/11/2025;12,710;12,745;12,625;12,720;35.317.803.121,17;509.413
DI1F29;26/11/2025;12,735;12,780;12,695;12,705;27.658.449.634,86;399.389
DI1F29;25/11/2025;12,780;12,815;12,725;12,735;26.071.910.609,61;376.936
DI1F29;24/11/2025;12,875;12,895;12,790;12,800;19.082.751.783,07;276.543
DI1F29;21/11/2025;12,860;12,950;12,845;12,865;16.530.791.241,34;240.125
DI1F29;19/11/2025;12,880;12,935;12,860;12,860;20.140.547.760,79;292.732
DI1F29;18/11/2025;12,900;12,965;12,880;12,925;20.186.347.499,89;293.690
DI1F29;17/11/2025;12,780;12,925;12,780;12,920;15.700.445.427,28;228.361
DI1F29;14/11/2025;12,865;12,885;12,825;12,835;16.644.811.870,03;241.928
DI1F29;13/11/2025;12,805;12,855;12,750;12,840;37.098.464.130,61;539.092
DI1F29;12/11/2025;12,835;12,875;12,795;12,810;19.967.284.080,48;290.342
DI1F29;11/11/2025;12,850;12,880;12,815;12,860;23.080.161.213,66;336.001
DI1F29;10/11/2025;13,040;13,055;12,950;12,955;14.649.581.334,92;214.226
DI1F29;07/11/2025;13,040;13,130;13,040;13,055;7.439.965.028,49;109.146
DI1F29;06/11/2025;13,100;13,115;13,035;13,080;26.998.490.161,79;396.038
DI1F29;05/11/2025;13,120;13,125;13,055;13,055;14.960.444.971,56;219.662
DI1F29;04/11/2025;13,060;13,145;13,060;13,120;10.506.287.776,85;154.486
DI1F29;03/11/2025;13,070;13,125;13,060;13,080;7.134.315.052,07;104.900
DI1F29;31/10/2025;13,185;13,185;13,065;13,075;22.215.611.951,27;326.896
DI1F29;30/10/2025;13,145;13,235;13,145;13,195;36.023.879.492,93;531.685
DI1F29;29/10/2025;13,065;13,170;13,040;13,160;15.226.347.207,59;224.116
DI1F29;28/10/2025;13,045;13,100;13,030;13,080;11.261.721.803,85;165.809
DI1F29;27/10/2025;12,995;13,055;12,970;13,045;16.953.893.334,65;249.309
DI1F29;24/10/2025;13,115;13,115;13,020;13,030;25.081.428.249,14;369.430
DI1F29;23/10/2025;13,170;13,180;13,110;13,120;22.621.597.418,56;334.134
DI1F29;22/10/2025;13,215;13,225;13,110;13,145;17.407.929.727,05;257.337
DI1F29;21/10/2025;13,230;13,245;13,180;13,220;14.380.340.248,01;212.991
DI1F29;20/10/2025;13,320;13,330;13,220;13,225;11.980.640.242,81;177.784
DI1F29;17/10/2025;13,315;13,395;13,310;13,330;14.658.978.133,05;218.195
DI1F29;16/10/2025;13,275;13,345;13,250;13,330;24.583.719.255,69;365.675
DI1F29;15/10/2025;13,360;13,400;13,280;13,305;18.994.537.120,19;282.868
DI1F29;14/10/2025;13,365;13,470;13,345;13,360;17.989.955.764,53;268.590
DI1F29;13/10/2025;13,365;13,415;13,355;13,410;12.973.800.678,91;193.693
DI1F29;10/10/2025;13,310;13,495;13,285;13,410;45.711.443.691,22;683.257
DI1F29;09/10/2025;13,420;13,430;13,305;13,340;29.264.232.092,55;436.798
DI1F29;08/10/2025;13,485;13,500;13,410;13,415;21.131.151.732,72;316.481
DI1F29;07/10/2025;13,390;13,490;13,380;13,460;23.737.445.662,17;355.830
DI1F29;06/10/2025;13,430;13,465;13,340;13,370;16.467.162.211,33;246.403
DI1F29;03/10/2025;13,390;13,495;13,390;13,425;23.298.458.716,88;349.498
DI1F29;02/10/2025;13,240;13,465;13,220;13,390;40.548.315.665,15;607.213
DI1F29;01/10/2025;13,205;13,300;13,205;13,255;20.971.316.411,19;313.231
DI1F29;30/09/2025;13,280;13,300;13,200;13,255;20.552.659.534,69;306.838
DI1F29;29/09/2025;13,185;13,300;13,170;13,290;15.720.267.564,96;234.858
DI1F29;26/09/2025;13,260;13,275;13,195;13,225;21.680.482.723,56;323.983
DI1F29;25/09/2025;13,140;13,280;13,105;13,250;30.738.722.836,04;459.388
DI1F29;24/09/2025;13,140;13,205;13,135;13,175;11.309.534.723,30;168.928
DI1F29;23/09/2025;13,220;13,250;13,080;13,140;18.222.144.285,32;272.151
DI1F29;22/09/2025;13,175;13,275;13,165;13,260;17.885.023.916,93;267.806
DI1F29;19/09/2025;13,110;13,195;13,110;13,145;11.342.257.857,17;169.562
DI1F29;18/09/2025;13,055;13,135;13,025;13,105;26.184.098.793,59;390.948
DI1F29;17/09/2025;13,060;13,085;12,990;13,050;20.987.914.014,75;313.097
DI1F29;16/09/2025;13,165;13,205;13,065;13,070;25.315.176.982,89;378.413
DI1F29;15/09/2025;13,205;13,210;13,100;13,160;16.304.949.255,09;244.116
DI1F29;12/09/2025;13,225;13,250;13,200;13,210;12.907.840.662,24;193.802
DI1F29;11/09/2025;13,190;13,230;13,100;13,215;18.571.810.562,77;278.501
DI1F29;10/09/2025;13,225;13,280;13,175;13,200;19.839.393.977,83;298.103
DI1F29;09/09/2025;13,200;13,250;13,175;13,215;15.002.223.857,50;225.561
DI1F29;08/09/2025;13,145;13,240;13,125;13,190;15.492.818.193,61;232.910
DI1F29;05/09/2025;13,285;13,295;13,115;13,160;29.048.770.284,61;436.633
DI1F29;04/09/2025;13,310;13,375;13,280;13,305;23.442.118.682,78;354.086
DI1F29;03/09/2025;13,330;13,345;13,250;13,330;13.622.899.864,33;205.770
DI1F29;02/09/2025;13,225;13,365;13,190;13,340;19.821.402.659,50;299.714
DI1F29;01/09/2025;13,215;13,270;13,200;13,200;10.740.103.378,58;162.048
DI1F29;29/08/2025;13,190;13,230;13,150;13,205;11.252.391.710,16;169.640
DI1F29;28/08/2025;13,220;13,240;13,115;13,180;24.517.876.650,69;369.463
DI1F29;27/08/2025;13,255;13,285;13,175;13,245;14.161.414.620,78;213.890
DI1F29;26/08/2025;13,230;13,300;13,225;13,245;15.241.281.359,52;230.642
DI1F29;25/08/2025;13,250;13,270;13,180;13,190;17.601.682.041,75;266.072
DI1F29;22/08/2025;13,430;13,440;13,240;13,280;20.947.556.075,73;317.553
DI1F29;21/08/2025;13,340;13,505;13,325;13,410;32.880.929.815,12;500.624
DI1F29;20/08/2025;13,470;13,520;13,285;13,340;20.548.797.270,27;312.360
DI1F29;19/08/2025;13,235;13,485;13,200;13,480;42.422.298.202,05;645.414
DI1F29;18/08/2025;13,100;13,240;13,090;13,235;14.991.737.829,71;226.924
DI1F29;15/08/2025;13,120;13,150;13,060;13,090;12.730.471.864,52;192.367
DI1F29;14/08/2025;13,130;13,205;13,120;13,140;17.842.465.372,03;270.211
DI1F29;13/08/2025;13,100;13,175;12,985;13,125;25.903.566.402,31;392.007
DI1F29;12/08/2025;13,160;13,165;13,015;13,130;30.552.121.798,59;462.127
DI1F29;11/08/2025;13,295;13,310;13,185;13,190;11.808.359.829,32;179.445
DI1F29;08/08/2025;13,255;13,310;13,220;13,300;14.000.116.333,29;213.102
DI1F29;07/08/2025;13,360;13,420;13,240;13,260;19.952.140.261,86;304.251
DI1F29;06/08/2025;13,410;13,445;13,350;13,390;13.575.360.858,83;207.559
DI1F29;05/08/2025;13,355;13,470;13,335;13,415;13.563.434.231,88;207.520
DI1F29;04/08/2025;13,435;13,460;13,320;13,335;14.084.583.027,65;215.488
DI1F29;01/08/2025;13,570;13,640;13,400;13,460;24.982.535.085,16;383.324
DI1F29;31/07/2025;13,430;13,590;13,405;13,570;22.279.135.610,76;342.786
DI1F29;30/07/2025;13,390;13,490;13,370;13,415;32.377.619.935,12;496.940
DI1F29;29/07/2025;13,540;13,555;13,365;13,380;21.541.295.719,39;330.973
DI1F29;28/07/2025;13,595;13,595;13,490;13,535;11.548.604.711,30;177.985
DI1F29;25/07/2025;13,500;13,580;13,490;13,555;18.462.847.280,52;284.753
DI1F29;24/07/2025;13,490;13,560;13,480;13,510;24.184.618.682,01;373.060
DI1F29;23/07/2025;13,495;13,525;13,455;13,490;16.980.274.819,65;261.733
DI1F29;22/07/2025;13,600;13,640;13,470;13,470;30.458.720.495,29;470.406
DI1F29;21/07/2025;13,610;13,710;13,555;13,590;18.452.385.171,14;286.074
DI1F29;18/07/2025;13,620;13,725;13,585;13,655;21.105.394.849,22;327.536
DI1F29;17/07/2025;13,740;13,795;13,565;13,620;30.660.030.470,44;475.872
DI1F29;16/07/2025;13,600;13,805;13,585;13,700;40.871.013.243,12;635.704
DI1F29;15/07/2025;13,470;13,730;13,445;13,615;35.170.261.974,89;545.525
DI1F29;14/07/2025;13,505;13,505;13,415;13,470;19.251.655.509,37;297.575
DI1F29;11/07/2025;13,470;13,625;13,425;13,480;22.452.486.628,77;347.844
DI1F29;10/07/2025;13,665;13,760;13,425;13,450;45.626.099.270,60;707.687
DI1F29;09/07/2025;13,330;13,570;13,255;13,485;32.033.482.488,46;494.053
DI1F29;08/07/2025;13,300;13,340;13,215;13,325;24.043.420.790,88;370.253
DI1F29;07/07/2025;13,240;13,350;13,215;13,340;19.853.566.229,60;306.134
DI1F29;04/07/2025;13,210;13,255;13,180;13,230;12.578.077.826,39;193.589
DI1F29;03/07/2025;13,110;13,215;13,100;13,210;16.944.022.911,85;260.454
DI1F29;02/07/2025;13,070;13,200;13,050;13,150;18.393.409.692,84;282.740
DI1F29;01/07/2025;13,060;13,135;13,005;13,080;23.784.040.830,13;365.056
DI1F29;30/06/2025;13,300;13,320;13,045;13,070;28.869.193.291,60;444.220
DI1F29;27/06/2025;13,315;13,355;13,235;13,295;32.584.441.153,68;503.958
DI1F29;26/06/2025;13,370;13,430;13,285;13,300;33.234.105.713,16;514.842
DI1F29;25/06/2025;13,340;13,455;13,340;13,410;22.063.057.587,25;342.689
DI1F29;24/06/2025;13,345;13,380;13,275;13,370;21.476.049.462,47;332.902
DI1F29;23/06/2025;13,410;13,455;13,350;13,375;23.689.707.966,04;368.083
DI1F29;20/06/2025;13,450;13,505;13,350;13,390;27.541.811.793,26;428.856
DI1F29;18/06/2025;13,585;13,590;13,495;13,505;21.634.715.110,08;338.011
DI1F29;17/06/2025;13,475;13,590;13,420;13,540;24.555.464.715,32;383.440
DI1F29;16/06/2025;13,520;13,530;13,435;13,465;10.941.358.705,48;170.804
DI1F29;13/06/2025;13,595;13,690;13,505;13,535;24.349.867.979,78;381.764
DI1F29;12/06/2025;13,550;13,650;13,460;13,535;34.132.160.969,74;534.594
DI1F29;11/06/2025;13,525;13,605;13,455;13,570;25.442.984.245,74;398.501
DI1F29;10/06/2025;13,600;13,620;13,485;13,515;23.546.692.535,30;368.961
DI1F29;09/06/2025;13,680;13,790;13,620;13,635;26.638.899.011,75;419.950
DI1F29;06/06/2025;13,795;13,890;13,695;13,710;19.930.129.610,33;315.345
DI1F29;05/06/2025;13,580;13,810;13,570;13,790;34.987.351.290,39;551.870
DI1F29;04/06/2025;13,595;13,640;13,540;13,600;25.316.321.049,92;398.294
DI1F29;03/06/2025;13,605;13,730;13,575;13,620;28.348.610.157,44;447.004
DI1F29;02/06/2025;13,635;13,710;13,560;13,630;17.952.344.689,10;283.176
DI1F29;30/05/2025;13,540;13,640;13,480;13,625;23.667.616.265,44;372.698
DI1F29;29/05/2025;13,510;13,615;13,450;13,520;31.701.352.659,28;498.626
DI1F29;28/05/2025;13,380;13,550;13,375;13,490;27.394.617.815,74;430.455
DI1F29;27/05/2025;13,535;13,535;13,365;13,370;32.164.347.545,68;504.564
DI1F29;26/05/2025;13,585;13,665;13,530;13,565;10.123.317.398,50;159.881
DI1F29;23/05/2025;13,635;13,845;13,570;13,615;33.340.376.212,75;528.505
DI1F29;22/05/2025;13,650;13,750;13,465;13,720;45.246.220.582,99;715.420
DI1F29;21/05/2025;13,550;13,690;13,550;13,665;28.058.419.969,80;444.293
DI1F29;20/05/2025;13,440;13,565;13,435;13,505;21.025.318.197,23;331.797
DI1F29;19/05/2025;13,650;13,715;13,430;13,465;29.956.837.056,59;473.232
DI1F29;16/05/2025;13,655;13,760;13,560;13,605;30.670.498.786,64;486.995
DI1F29;15/05/2025;13,680;13,825;13,535;13,675;38.660.642.870,42;613.882
DI1F29;14/05/2025;13,505;13,710;13,460;13,710;29.648.741.982,26;470.544
DI1F29;13/05/2025;13,400;13,540;13,380;13,510;37.127.063.670,58;586.323
DI1F29;12/05/2025;13,440;13,520;13,415;13,465;24.444.875.800,93;386.403
